GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	O76064	RNF8	involved_in	GO:0006302	double-strand break repair	ECO:0000314	IDA	PMID:18001824		9606	UniProt		P
UniProtKB	O94759	TRPM2	involved_in	GO:0070301	cellular response to hydrogen peroxide	ECO:0000314	IDA	PMID:27068538		9606	UniProt		P
UniProtKB	O94761	RECQL4	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000318	IBA	PMID:21873635	FB:FBgn0002906|MGI:MGI:1328362|MGI:MGI:2156841|PANTHER:PTN000344874|PomBase:SPAC2G11.12|SGD:S000004802|TAIR:locus:2197394|UniProtKB:P54132	9606	GO_Central		P
UniProtKB	O94761	RECQL4	involved_in	GO:0006281	DNA repair	ECO:0000318	IBA	PMID:21873635	FB:FBgn0002906|FB:FBgn0027375|FB:FBgn0040290|MGI:MGI:1328362|MGI:MGI:2156841|PANTHER:PTN000344873|PomBase:SPAC2G11.12|SGD:S000004802|TAIR:locus:2180255|TAIR:locus:2197394|UniProtKB:O94762|UniProtKB:P15043|UniProtKB:P54132|UniProtKB:Q14191|WB:WBGene00001865	9606	GO_Central		P
UniProtKB	O94761	RECQL4	involved_in	GO:0006281	DNA repair	ECO:0000304	TAS	PMID:9878247		9606	PINC		P
UniProtKB	O94762	RECQL5	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000318	IBA	PMID:21873635	FB:FBgn0002906|MGI:MGI:1328362|MGI:MGI:2156841|PANTHER:PTN000344874|PomBase:SPAC2G11.12|SGD:S000004802|TAIR:locus:2197394|UniProtKB:P54132	9606	GO_Central		P
UniProtKB	O94762	RECQL5	involved_in	GO:0006281	DNA repair	ECO:0000318	IBA	PMID:21873635	FB:FBgn0002906|FB:FBgn0027375|FB:FBgn0040290|MGI:MGI:1328362|MGI:MGI:2156841|PANTHER:PTN000344873|PomBase:SPAC2G11.12|SGD:S000004802|TAIR:locus:2180255|TAIR:locus:2197394|UniProtKB:O94762|UniProtKB:P15043|UniProtKB:P54132|UniProtKB:Q14191|WB:WBGene00001865	9606	GO_Central		P
UniProtKB	O94762	RECQL5	involved_in	GO:0006281	DNA repair	ECO:0000315	IMP	PMID:22973052		9606	UniProt		P
UniProtKB	O94762	RECQL5	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O94762	RECQL5	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O94762	RECQL5	involved_in	GO:0006281	DNA repair	ECO:0000304	TAS	PMID:9878247		9606	PINC		P
UniProtKB	O94762	RECQL5	involved_in	GO:1990414	replication-born double-strand break repair via sister chromatid exchange	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8VID5|ensembl:ENSMUSP00000021097	9606	Ensembl		P
UniProtKB	O94782	USP1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O94782	USP1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O94874	UFL1	involved_in	GO:0034976	response to endoplasmic reticulum stress	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1914740|PANTHER:PTN000775177|UniProtKB:A1A4I9|UniProtKB:O94874	9606	GO_Central		P
UniProtKB	O94874	UFL1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000314	IDA	PMID:30886146		9606	UniProt		P
UniProtKB	O94874	UFL1	involved_in	GO:0034976	response to endoplasmic reticulum stress	ECO:0000314	IDA	PMID:32160526		9606	UniProt		P
UniProtKB	O94874	UFL1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O94874	UFL1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O94874	UFL1	acts_upstream_of_or_within	GO:0034976	response to endoplasmic reticulum stress	ECO:0000314	IDA	PMID:23152784		9606	MGI		P
UniProtKB	O94874	UFL1	involved_in	GO:0034976	response to endoplasmic reticulum stress	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CCJ3|ensembl:ENSMUSP00000100059	9606	Ensembl		P
UniProtKB	O94905	ERLIN2	involved_in	GO:0032933	SREBP signaling pathway	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000794169|UniProtKB:O75477|UniProtKB:O94905	9606	GO_Central		P
UniProtKB	O94905	ERLIN2	involved_in	GO:0032933	SREBP signaling pathway	ECO:0000315	IMP	PMID:24217618		9606	UniProt		P
UniProtKB	O94905	ERLIN2	involved_in	GO:0030433	ubiquitin-dependent ERAD pathway	ECO:0000314	IDA	PMID:19240031		9606	UniProt		P
UniProtKB	O94916	NFAT5	involved_in	GO:0071474	cellular hyperosmotic response	ECO:0000304	TAS	PMID:10051678		9606	PINC		P
UniProtKB	O94966	USP19	involved_in	GO:0030433	ubiquitin-dependent ERAD pathway	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000608257|UniProtKB:O94966	9606	GO_Central		P
UniProtKB	O94966	USP19	involved_in	GO:0030433	ubiquitin-dependent ERAD pathway	ECO:0000314	IDA	PMID:19465887		9606	UniProt		P
UniProtKB	O94966	USP19	involved_in	GO:0034976	response to endoplasmic reticulum stress	ECO:0000270	IEP	PMID:19465887		9606	UniProt		P
UniProtKB	O95069	KCNK2	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q920B6|ensembl:ENSRNOP00000003684	9606	Ensembl		P
UniProtKB	O95071	UBR5	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000314	IDA	PMID:12011095		9606	HGNC-UCL		P
UniProtKB	O95071	UBR5	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000134821|UniProtKB:O95071	9606	GO_Central		P
UniProtKB	O95071	UBR5	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000315	IMP	PMID:22884692		9606	UniProt		P
UniProtKB	O95071	UBR5	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O95071	UBR5	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O95072	REC8	involved_in	GO:1990414	replication-born double-strand break repair via sister chromatid exchange	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000286904|SGD:S000002161	9606	GO_Central		P
UniProtKB	O95072	REC8	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8C5S7|ensembl:ENSMUSP00000002395	9606	Ensembl		P
UniProtKB	O95140	MFN2	involved_in	GO:0061734	parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q80U63	9606	ParkinsonsUK-UCL	occurs_in(CL:0000746),occurs_in(UBERON:0000948)	P
UniProtKB	O95140	MFN2	involved_in	GO:0061734	parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80U63|ensembl:ENSMUSP00000030884	9606	Ensembl		P
UniProtKB	O95155	UBE4B	involved_in	GO:0030433	ubiquitin-dependent ERAD pathway	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000358161|SGD:S000002349	9606	GO_Central		P
UniProtKB	O95155	UBE4B	involved_in	GO:0030433	ubiquitin-dependent ERAD pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045132	9606	InterPro		P
UniProtKB	O95166	GABARAP	involved_in	GO:0006995	cellular response to nitrogen starvation	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000103522|dictyBase:DDB_G0286191	9606	GO_Central		P
UniProtKB	O95196	CSPG5	involved_in	GO:0031103	axon regeneration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ERQ6|ensembl:ENSRNOP00000028278	9606	Ensembl		P
UniProtKB	O95243	MBD4	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011257|InterPro:IPR017352	9606	InterPro		P
UniProtKB	O95243	MBD4	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O95243	MBD4	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O95243	MBD4	involved_in	GO:0006281	DNA repair	ECO:0000304	TAS	PMID:10097147		9606	PINC		P
UniProtKB	O95243	MBD4	involved_in	GO:0045008	depyrimidination	ECO:0000304	TAS	Reactome:R-HSA-110329		9606	Reactome		P
UniProtKB	O95251	KAT7	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O95251	KAT7	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O95251	KAT7	involved_in	GO:0031098	stress-activated protein kinase signaling cascade	ECO:0000314	IDA	PMID:21856198		9606	CAFA	regulates(GO:0003688)	P
UniProtKB	O95292	VAPB	involved_in	GO:0036498	IRE1-mediated unfolded protein response	ECO:0000314	IDA	PMID:20940299		9606	UniProt		P
UniProtKB	O95292	VAPB	involved_in	GO:0030968	endoplasmic reticulum unfolded protein response	ECO:0000315	IMP	PMID:16891305		9606	UniProt		P
UniProtKB	O95352	ATG7	involved_in	GO:0006995	cellular response to nitrogen starvation	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000102341|dictyBase:DDB_G0271096	9606	GO_Central		P
UniProtKB	O95352	ATG7	involved_in	GO:0009267	cellular response to starvation	ECO:0000314	IDA	PMID:20543840		9606	UniProt		P
UniProtKB	O95352	ATG7	involved_in	GO:0071455	cellular response to hyperoxia	ECO:0000314	IDA	PMID:20543840		9606	UniProt		P
UniProtKB	O95365	ZBTB7A	involved_in	GO:0097680	double-strand break repair via classical nonhomologous end joining	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O88939	9606	UniProt		P
UniProtKB	O95365	ZBTB7A	involved_in	GO:0097680	double-strand break repair via classical nonhomologous end joining	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88939|ensembl:ENSMUSP00000047333	9606	Ensembl		P
UniProtKB	O95391	SLU7	involved_in	GO:0034605	cellular response to heat	ECO:0000314	IDA	PMID:21122810		9606	UniProt		P
UniProtKB	O95459	hic-1	involved_in	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028424	9606	InterPro		P
UniProtKB	O95551	TDP2	involved_in	GO:0006302	double-strand break repair	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN001039821|UniProtKB:O95551	9606	GO_Central		P
UniProtKB	O95551	TDP2	involved_in	GO:0006302	double-strand break repair	ECO:0000314	IDA	PMID:19794497		9606	UniProt		P
UniProtKB	O95551	TDP2	involved_in	GO:0006302	double-strand break repair	ECO:0000315	IMP	PMID:21030584		9606	UniProt		P
UniProtKB	O95551	TDP2	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O95551	TDP2	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O95677	EYA4	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O95677	EYA4	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O95714	HERC2	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000314	IDA	PMID:22508508		9606	UniProt		P
UniProtKB	O95714	HERC2	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O95714	HERC2	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O95744	PMS2P2	involved_in	GO:0006298	mismatch repair	ECO:0000318	IBA	PMID:21873635	MGI:MGI:101938|MGI:MGI:104288|MGI:MGI:1202302|MGI:MGI:1353455|PANTHER:PTN000008161|PomBase:SPAC19G12.02c|SGD:S000004025|SGD:S000004777|SGD:S000005026|SGD:S000006085|TAIR:locus:2133274|UniProtKB:P23367|UniProtKB:P40692|UniProtKB:P54278	9606	GO_Central		P
UniProtKB	O95744	PMS2P2	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR038973	9606	InterPro		P
UniProtKB	O95745	PMS2L15	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR038973	9606	InterPro		P
UniProtKB	O95747	OXSR1	involved_in	GO:0007231	osmosensory signaling pathway	ECO:0000315	IMP	PMID:16669787		9606	ParkinsonsUK-UCL		P
UniProtKB	O95747	OXSR1	involved_in	GO:0071476	cellular hypotonic response	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6P9R2|ensembl:ENSMUSP00000042155	9606	Ensembl		P
UniProtKB	O95793	STAU1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ET50|ensembl:ENSRNOP00000010633	9606	Ensembl		P
UniProtKB	O95817	BAG3	involved_in	GO:0034620	cellular response to unfolded protein	ECO:0000315	IMP	PMID:18006506		9606	ARUK-UCL		P
UniProtKB	O95817	BAG3	involved_in	GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress	ECO:0000315	IMP	PMID:26159920		9606	UniProt		P
UniProtKB	O95817	BAG3	involved_in	GO:0034605	cellular response to heat	ECO:0000314	IDA	PMID:26159920		9606	UniProt		P
UniProtKB	O95831	AIFM1	involved_in	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9Z0X1	9606	UniProt		P
UniProtKB	O95831	AIFM1	involved_in	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z0X1|ensembl:ENSMUSP00000041104	9606	Ensembl		P
UniProtKB	O95831	AIFM1	involved_in	GO:0070301	cellular response to hydrogen peroxide	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JM53|ensembl:ENSRNOP00000008503	9606	Ensembl		P
UniProtKB	O95926	SYF2	involved_in	GO:0007095	mitotic G2 DNA damage checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D198|ensembl:ENSMUSP00000030622	9606	Ensembl		P
UniProtKB	O95994	AGR2	NOT|involved_in	GO:0034976	response to endoplasmic reticulum stress	ECO:0000315	IMP	PMID:25666625		9606	UniProt		P
UniProtKB	O95997	PTTG1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O95997	PTTG1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O95998	IL18BP	involved_in	GO:0070301	cellular response to hydrogen peroxide	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F7F5P4|ensembl:ENSRNOP00000027301	9606	Ensembl		P
UniProtKB	O96017	CHEK2	involved_in	GO:0044773	mitotic DNA damage checkpoint signaling	ECO:0000318	IBA	PMID:21873635	FB:FBgn0019686|PANTHER:PTN005196447|PomBase:SPCC18B5.11c|UniProtKB:O96017	9606	GO_Central		P
UniProtKB	O96017	CHEK2	involved_in	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	ECO:0000315	IMP	PMID:11298456		9606	UniProt		P
UniProtKB	O96017	CHEK2	involved_in	GO:0006975	DNA damage induced protein phosphorylation	ECO:0000315	IMP	PMID:11298456		9606	UniProt		P
UniProtKB	O96017	CHEK2	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000315	IMP	PMID:16481012		9606	UniProt		P
UniProtKB	O96017	CHEK2	involved_in	GO:0006302	double-strand break repair	ECO:0000315	IMP	PMID:18317453		9606	UniProt		P
UniProtKB	O96017	CHEK2	involved_in	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	ECO:0000315	IMP	PMID:12717439		9606	UniProt		P
UniProtKB	O96017	CHEK2	involved_in	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	ECO:0000315	IMP	PMID:18644861		9606	UniProt		P
UniProtKB	O96017	CHEK2	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O96017	CHEK2	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O96017	CHEK2	acts_upstream_of_or_within	GO:0006974	cellular response to DNA damage stimulus	ECO:0000314	IDA	PMID:24550317		9606	MGI		P
UniProtKB	O96017	CHEK2	acts_upstream_of_or_within	GO:0042770	signal transduction in response to DNA damage	ECO:0000314	IDA	PMID:14744935		9606	MGI		P
UniProtKB	O96017	CHEK2	involved_in	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	ECO:0000304	TAS	Reactome:R-HSA-69563		9606	Reactome		P
UniProtKB	O96017	CHEK2	involved_in	GO:0006302	double-strand break repair	ECO:0000304	TAS	Reactome:R-HSA-5693606		9606	Reactome		P
UniProtKB	O96017	CHEK2	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R019|ensembl:ENSRNOP00000074651	9606	Ensembl		P
UniProtKB	O96017	CHEK2	involved_in	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z265|ensembl:ENSMUSP00000066679	9606	Ensembl		P
UniProtKB	O96017	CHEK2	involved_in	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z265|ensembl:ENSMUSP00000066679	9606	Ensembl		P
UniProtKB	O96017	CHEK2	involved_in	GO:0042770	signal transduction in response to DNA damage	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z265|ensembl:ENSMUSP00000066679	9606	Ensembl		P
UniProtKB	O96017	CHEK2	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000304	TAS	PMID:10617473		9606	UniProt		P
UniProtKB	O96017	CHEK2	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000304	TAS	PMID:9889122		9606	UniProt		P
UniProtKB	O96017	CHEK2	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000304	TAS	PMID:9836640		9606	UniProt		P
UniProtKB	O96017	CHEK2	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000304	TAS	PMID:9889122		9606	UniProt		P
UniProtKB	O96017	CHEK2	involved_in	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	ECO:0000314	IDA	PMID:12402044		9606	UniProt		P
UniProtKB	O96019	ACTL6A	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	O96019	ACTL6A	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	O96028	NSD2	involved_in	GO:0006302	double-strand break repair	ECO:0000304	TAS	Reactome:R-HSA-5693606		9606	Reactome		P
UniProtKB	P00374	DHFR	involved_in	GO:0031103	axon regeneration	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q920D2	9606	BHF-UCL	part_of(GO:0048678)	P
UniProtKB	P00390	GSR	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000318	IBA	PMID:21873635	CGD:CAL0000194377|PANTHER:PTN002448883|SGD:S000006012	9606	GO_Central		P
UniProtKB	P00441	SOD1	involved_in	GO:0019430	removal of superoxide radicals	ECO:0000305	IC	PMID:24567322	GO:0004784	9606	ParkinsonsUK-UCL		P
UniProtKB	P00441	SOD1	enables	GO:0004784	superoxide dismutase activity	ECO:0000314	IDA	PMID:24567322		9606	ParkinsonsUK-UCL		F
UniProtKB	P00441	SOD1	involved_in	GO:0019430	removal of superoxide radicals	ECO:0000318	IBA	PMID:21873635	FB:FBgn0033631|MGI:MGI:98351|PANTHER:PTN000000113|PomBase:SPAC22E12.04|RGD:3731|UniProtKB:P00442|WB:WBGene00004930	9606	GO_Central		P
UniProtKB	P00441	SOD1	enables	GO:0004784	superoxide dismutase activity	ECO:0000318	IBA	PMID:21873635	CGD:CAL0000184565|CGD:CAL0000188676|FB:FBgn0003462|FB:FBgn0033631|MGI:MGI:103181|MGI:MGI:98351|PANTHER:PTN000000113|PomBase:SPAC821.10c|RGD:3731|RGD:3733|SGD:S000003865|TAIR:locus:2025595|TAIR:locus:2046168|UniProtKB:A0A1D8PLJ3|UniProtKB:P00441|UniProtKB:P00442|UniProtKB:P0AGD1|UniProtKB:P9WGE9|WB:WBGene00004930|WB:WBGene00004933|ZFIN:ZDB-GENE-990415-258|dictyBase:DDB_G0267420|dictyBase:DDB_G0282993	9606	GO_Central		F
UniProtKB	P00441	SOD1	enables	GO:0004784	superoxide dismutase activity	ECO:0000314	IDA	PMID:24140062		9606	UniProt		F
UniProtKB	P00441	SOD1	enables	GO:0004784	superoxide dismutase activity	ECO:0007669	IEA	GO_REF:0000003	EC:1.15.1.1	9606	UniProt		F
UniProtKB	P00441	SOD1	involved_in	GO:0019430	removal of superoxide radicals	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07632|ensembl:ENSRNOP00000002885	9606	Ensembl		P
UniProtKB	P00441	SOD1	involved_in	GO:0019430	removal of superoxide radicals	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P08228|ensembl:ENSMUSP00000023707	9606	Ensembl		P
UniProtKB	P00441	SOD1	enables	GO:0004784	superoxide dismutase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07632|ensembl:ENSRNOP00000002885	9606	Ensembl		F
UniProtKB	P00441	SOD1	enables	GO:0004784	superoxide dismutase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P08228|ensembl:ENSMUSP00000023707	9606	Ensembl		F
UniProtKB	P00441	SOD1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07632|ensembl:ENSRNOP00000002885	9606	Ensembl		P
UniProtKB	P00441	SOD1	enables	GO:0004784	superoxide dismutase activity	ECO:0000314	IDA	PMID:12551919		9606	BHF-UCL		F
UniProtKB	P00441	SOD1	enables	GO:0004784	superoxide dismutase activity	ECO:0007669	IEA	GO_REF:0000116	RHEA:20696	9606	RHEA		F
UniProtKB	P00441	SOD1	involved_in	GO:0019430	removal of superoxide radicals	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P08228	9606	UniProt		P
UniProtKB	P00441	SOD1	enables	GO:0004784	superoxide dismutase activity	ECO:0000314	IDA	PMID:15544046		9606	UniProt		F
UniProtKB	P00441	SOD1	enables	GO:0004784	superoxide dismutase activity	ECO:0000314	IDA	PMID:17324120		9606	UniProt		F
UniProtKB	P00519	ABL1	involved_in	GO:0070301	cellular response to hydrogen peroxide	ECO:0000314	IDA	PMID:10713049		9606	ParkinsonsUK-UCL		P
UniProtKB	P00519	ABL1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000304	TAS	PMID:24522549		9606	ParkinsonsUK-UCL		P
UniProtKB	P00519	ABL1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000314	IDA	PMID:15657060		9606	UniProt		P
UniProtKB	P00519	ABL1	involved_in	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	ECO:0000304	TAS	PMID:20841568		9606	UniProt		P
UniProtKB	P00519	ABL1	involved_in	GO:0042770	signal transduction in response to DNA damage	ECO:0000314	IDA	PMID:15657060		9606	UniProt		P
UniProtKB	P00519	ABL1	involved_in	GO:0042770	signal transduction in response to DNA damage	ECO:0000314	IDA	PMID:9037071		9606	UniProt		P
UniProtKB	P00519	ABL1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	P00519	ABL1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	P00519	ABL1	involved_in	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	ECO:0000304	TAS	PMID:10391249		9606	PINC		P
UniProtKB	P00519	ABL1	involved_in	GO:0006298	mismatch repair	ECO:0000304	TAS	PMID:10391249		9606	PINC		P
UniProtKB	P00519	ABL1	involved_in	GO:0034976	response to endoplasmic reticulum stress	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:E9PT20|ensembl:ENSRNOP00000044534	9606	Ensembl		P
UniProtKB	P00519	ABL1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:E9PT20|ensembl:ENSRNOP00000044534	9606	Ensembl		P
UniProtKB	P00519	ABL1	involved_in	GO:0006975	DNA damage induced protein phosphorylation	ECO:0000314	IDA	PMID:18280240		9606	UniProt		P
UniProtKB	P00533	EGFR	involved_in	GO:0034614	cellular response to reactive oxygen species	ECO:0000315	IMP	PMID:26514923		9606	CAFA		P
UniProtKB	P00558	PGK1	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000314	IDA	PMID:11130727		9606	CAFA		P
UniProtKB	P00966	ASS1	involved_in	GO:0071499	cellular response to laminar fluid shear stress	ECO:0000315	IMP	PMID:21106532		9606	BHF-UCL	occurs_in(CL:0002544)	P
UniProtKB	P01019	AGT	involved_in	GO:0051403	stress-activated MAPK cascade	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P01015|ensembl:ENSRNOP00000024917	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0034614	cellular response to reactive oxygen species	ECO:0000314	IDA	PMID:17217916		9606	BHF-UCL		P
UniProtKB	P01100	FOS	involved_in	GO:0140467	integrated stress response signaling	ECO:0005547	IC	PMID:28566324		9606	ComplexPortal		P
UniProtKB	P01100	FOS	involved_in	GO:0034614	cellular response to reactive oxygen species	ECO:0000315	IMP	PMID:26514923		9606	CAFA		P
