geneid,symbol
100765317,Nab1
100765318,Tspan3
100765320,Fgfr4
100765322,LOC100765322
100765323,Ift81
100765324,Fam84b
100765325,Bhlhe40
100765326,LOC100765326
100765328,Plekhg3
100765329,LOC100765329
100765330,Tmem63c
100765331,LOC100765331
100765332,LOC100765332
100765334,Pdgfc
100765335,Tbc1d32
100765336,Nacc1
100765337,Rreb1
100765338,Slu7
100765339,Yipf4
100765340,Shcbp1l
100765341,LOC100765341
100765342,Skil
100765343,Eif2ak3
100765344,Mtif2
100765345,LOC100765345
100765346,LOC100765346
100765347,LOC100765347
100765348,Tbc1d25
100765349,LOC100765349
100765350,LOC100765350
100765351,Optc
100765352,Mrps18b
100765353,LOC100765353
100765354,Pan2
100765355,LOC100765355
100765356,Srr
100765357,Ubqln2
100765358,Shprh
100765359,Atp6v1g2
100765360,Znf597
100765361,LOC100765361
100765362,Kptn
100765363,LOC100765363
100765365,Eif1ad
100765366,Rps7
100765367,Sstr4
100765368,Tmem240
100765369,Hp1bp3
100765370,Cuzd1
100765371,LOC100765371
100765372,Atxn2l
100765373,Myo18a
100765374,LOC100765374
100765375,Ankrd16
100765376,LOC100765376
100765377,Gpr82
100765378,Itgb5
100765379,Rasa2
100765380,Scaf4
100765381,LOC100765381
100765382,LOC100765382
100765383,LOC100765383
100765384,Ms4a3
100765385,Eef2k
100765386,LOC100765386
100765387,LOC100765387
100765388,LOC100765388
100765389,Arl16
100765390,Ears2
100765391,Hepacam2
100765393,LOC100765393
100765394,Ptprj
100765396,LOC100765396
100765397,LOC100765397
100765399,Tacr1
100765400,Spg11
100765401,LOC100765401
100765402,Trim25
100765403,Ptar1
100765404,Slc8a3
100765405,Diexf
100765406,LOC100765406
100765407,Ctsk
100765408,LOC100765408
100765409,LOC100765409
100765412,Nrip1
100765413,Hk1
100765414,Entpd6
100765415,Tfb2m
100765416,Barx2
100765417,Dusp7
100765418,Fam207a
100765420,Gjb3
100765421,Iqcb1
100765422,LOC100765422
100765423,Lrrc61
100765424,Eme2
100765425,Rps27
100765426,Vav1
100765427,Sall3
100765428,LOC100765428
100765429,LOC100765429
100765430,Rbbp8nl
100765431,Lrrc19
100765432,LOC100765432
100765433,Cdc42
100765434,Fam98c
100765435,LOC100765435
100765436,Pde9a
100765437,C1ql1
100765438,Dennd1b
100765439,LOC100765439
100765440,LOC100765440
100765441,LOC100765441
100765442,LOC100765442
100765443,Rasgef1c
100765444,LOC100765444
100765445,Ndufb6
100765446,LOC100765446
100765447,Trank1
100765448,Kcnmb1
100765449,Crim1
100765450,Tarbp2
100765451,Edaradd
100765452,LOC100765452
100765453,LOC100765453
100765454,Aebp2
100765455,Dnajb11
100765456,LOC100765456
100765457,Senp6
100765459,Gabra6
100765460,Polr2c
100765461,LOC100765461
100765462,LOC100765462
100765463,LOC100765463
100765464,LOC100765464
100765465,Kmt2d
100765466,LOC100765466
100765467,LOC100765467
100765469,Rhoq
100765470,LOC100765470
100765471,LOC100765471
100765472,LOC100765472
100765473,LOC100765473
100765474,Arhgap5
100765475,Armcx3
100765476,Arpp19
100765477,Tbc1d19
100765478,Slc6a6
100765480,LOC100765480
100765481,Yipf1
100765482,LOC100765482
100765484,LOC100765484
100765485,Abat
100765486,Sec23b
100765487,LOC100765487
100765488,Krt84
100765489,Actr5
100765490,Tmem95
100765491,LOC100765491
100765493,Wdr12
100765494,Dhrs7c
100765495,Arl14ep
100765498,LOC100765498
100765499,Slc35a5
100765500,Kiaa1644
100765501,LOC100765501
100765502,Pum1
100765503,LOC100765503
100765504,LOC100765504
100765506,Lrmp
100765507,LOC100765507
100765508,Cacna1s
100765509,Cdc25b
100765510,LOC100765510
100765511,Cers1
100765512,Coch
100765513,LOC100765513
100765515,LOC100765515
100765516,Aldh1b1
100765517,Tnfrsf19
100765518,Tcaim
100765519,LOC100765519
100765520,LOC100765520
100765522,Atp12a
100765523,LOC100765523
100765524,Pigg
100765525,Sbno2
100765526,Igsf5
100765527,LOC100765527
100765528,LOC100765528
100765529,Greb1l
100765530,Pcca
100765532,Aplf
100765533,Faxc
100765534,LOC100765534
100765535,Tmem129
100765536,LOC100765536
100765537,Poc1b
100765538,Pigt
100765539,Zmiz2
100765540,Fancf
100765541,LOC100765541
100765542,LOC100765542
100765543,LOC100765543
100765544,Myo5b
100765545,LOC100765545
100765546,Arsi
100765547,Diras1
100765548,LOC100765548
100765549,Gdap1
100765550,Nectin4
100765551,Unc79
100765552,LOC100765552
100765553,Kctd15
100765554,LOC100765554
100765555,Lama1
100765556,Ctdsp2
100765557,Tceal8
100765559,Cep83
100765560,Batf3
100765561,E2f4
100765562,Rpl10a
100765563,Klhl9
100765564,Gemin8
100765565,LOC100765565
100765566,Cars2
100765567,Slc27a5
100765568,Prpf31
100765569,LOC100765569
100765570,Asic4
100765571,LOC100765571
100765572,LOC100765572
100765573,LOC100765573
100765574,Them6
100765575,LOC100765575
100765576,LOC100765576
100765577,LOC100765577
100765578,Urm1
100765579,Adgre3
100765580,Hs3st2
100765582,P4htm
100765583,LOC100765583
100765585,Aen
100765586,Ccdc149
100765587,LOC100765587
100765588,LOC100765588
100765589,Kiaa0408
100765590,Mbnl2
100765591,LOC100765591
100765592,LOC100765592
100765594,LOC100765594
100765595,LOC100765595
100765596,Mettl5
100765597,LOC100765597
100765598,Atxn1
100765599,LOC100765599
100765600,Nudt18
100765601,Abcg8
100765602,Arl5a
100765603,Daglb
100765604,Hgfac
100765605,Tkfc
100765606,LOC100765606
100765607,LOC100765607
100765608,F3
100765609,LOC100765609
100765610,LOC100765610
100765613,LOC100765613
100765614,Znf346
100765616,LOC100765616
100765617,P2rx7
100765619,Arl8b
100765622,Lrrc74a
100765623,LOC100765623
100765625,LOC100765625
100765626,LOC100765626
100765627,LOC100765627
100765628,Ccdc130
100765629,Cage1
100765630,Pttg1
100765631,Nlrc4
100765632,Dhx9
100765633,LOC100765633
100765634,Foxi3
100765635,LOC100765635
100765636,LOC100765636
100765637,Setd2
100765639,Ebp
100765641,LOC100765641
100765642,Prelp
100765643,Ppp1r10
100765644,LOC100765644
100765645,Cnpy2
100765646,Lrrc8b
100765648,Dph1
100765649,LOC100765649
100765650,LOC100765650
100765651,Znf263
100765652,Gcsh
100765653,Slc8a2
100765654,LOC100765654
100765655,LOC100765655
100765657,Colec11
100765659,LOC100765659
100765660,Eif4g3
100765661,LOC100765661
100765662,Mei4
100765663,Rabep2
100765664,Pcmtd2
100765665,Aprt
100765666,Lrfn5
100765667,Srpx
100765668,Hacd2
100765669,Atp1b3
100765670,LOC100765670
100765671,LOC100765671
100765672,LOC100765672
100765673,Rffl
100765674,LOC100765674
100765676,Irf3
100765677,Cdr2
100765678,Vwde
100765681,Hgs
100765683,Calcr
100765684,LOC100765684
100765685,LOC100765685
100765686,LOC100765686
100765687,Wdr81
100765688,LOC100765688
100765689,LOC100765689
100765690,LOC100765690
100765691,Eif3j
100765692,LOC100765692
100765693,LOC100765693
100765697,Setdb1
100765700,Ppp1r3c
100765702,Usp25
100765703,Hkdc1
100765704,Apmap
100765705,Cnst
100765706,Fli1
100765707,Acy1
100765708,Sumo3
100765709,LOC100765709
100765710,Mapre2
100765711,Smim12
100765712,Eaf2
100765713,LOC100765713
100765714,LOC100765714
100765715,Hagh
100765716,Rab13
100765717,LOC100765717
100765718,LOC100765718
100765719,LOC100765719
100765720,Ogfr
100765721,LOC100765721
100765722,Dpy19l1
100765723,Rasgrp4
100765724,Cetn3
100765725,Wdr4
100765726,Fmnl1
100765727,Nek7
100765728,LOC100765728
100765729,Pcdh15
100765730,Fbl
100765731,LOC100765731
100765732,LOC100765732
100765733,Topors
100765734,Bysl
100765735,Dclk3
100765736,LOC100765736
100765737,Fez2
100765738,Map3k12
100765740,Sharpin
100765741,Pik3c3
100765742,LOC100765742
100765743,LOC100765743
100765744,Crygs
100765745,LOC100765745
100765747,LOC100765747
100765748,Coq9
100765749,LOC100765749
100765750,LOC100765750
100765751,Kctd6
100765752,LOC100765752
100765753,LOC100765753
100765754,Prkag1
100765755,LOC100765755
100765757,LOC100765757
100765758,Tmem247
100765759,LOC100765759
100765760,LOC100765760
100765761,Denr
100765762,LOC100765762
100765763,Icmt
100765765,LOC100765765
100765766,Onecut1
100765767,LOC100765767
100765768,Ccdc174
100765769,Dnah1
100765770,LOC100765770
100765771,LOC100765771
100765772,Slk
100765773,Slc9b2
100765774,LOC100765774
100765776,Krt82
100765777,Mrpl49
100765779,LOC100765779
100765780,Acap1
100765781,LOC100765781
100765782,Ctla4
100765783,Glp2r
100765784,Mpped2
100765785,LOC100765785
100765786,Aste1
100765787,R3hdm1
100765788,Arhgap19
100765789,Ccdc80
100765791,Asnsd1
100765792,Vdac1
100765794,LOC100765794
100765795,Etnk1
100765796,LOC100765796
100765797,LOC100765797
100765798,Upf1
100765799,LOC100765799
100765800,Slc36a2
100765801,LOC100765801
100765802,Dph6
100765803,Lasp1
100765804,LOC100765804
100765805,LOC100765805
100765807,Topaz1
100765808,Rasa4b
100765809,Trib2
100765811,LOC100765811
100765812,Dpt
100765813,Stk11
100765814,Znf804b
100765815,Slitrk6
100765817,Ggact
100765818,LOC100765818
100765819,Prkci
100765820,Usp45
100765821,LOC100765821
100765822,Slbp
100765823,Pard3
100765824,LOC100765824
100765825,Spint3
100765826,Svip
100765827,LOC100765827
100765828,LOC100765828
100765829,Acaa2
100765830,LOC100765830
100765831,Tcof1
100765832,Gng7
100765833,LOC100765833
100765834,Jph1
100765835,Btbd7
100765836,Magee2
100765837,Uchl5
100765838,LOC100765838
100765839,LOC100765839
100765840,Arhgap28
100765841,Asah2
100765842,Bex4
100765843,LOC100765843
100765844,LOC100765844
100765845,Tmcc3
100765846,Nsl1
100765847,Elmo3
100765848,Fance
100765849,LOC100765849
100765850,Gpm6b
100765851,LOC100765851
100765853,LOC100765853
100765854,Cnot3
100765855,Kctd21
100765856,Chpf
100765858,Pipox
100765859,LOC100765859
100765861,Slurp1
100765862,Pik3cg
100765863,LOC100765863
100765864,LOC100765864
100765865,Slc27a4
100765866,LOC100765866
100765867,LOC100765867
100765868,LOC100765868
100765869,LOC100765869
100765870,Ccdc109b
100765871,Arhgap27
100765872,LOC100765872
100765873,Gdi2
100765874,Usp46
100765875,Atl1
100765876,Soga3
100765877,Hs6st3
100765879,Morf4l1
100765880,LOC100765880
100765882,Gad1
100765883,LOC100765883
100765884,Stmnd1
100765885,Lpar5
100765886,Hr
100765887,Slc3a1
100765888,Cacnb4
100765889,Kdelr2
100765890,Dok7
100765891,LOC100765891
100765892,Phactr3
100765893,Trim67
100765894,LOC100765894
100765895,Raver2
100765896,Nwd2
100765897,LOC100765897
100765898,LOC100765898
100765899,Ptpn9
100765900,LOC100765900
100765901,Hk3
100765902,Dcaf5
100765903,LOC100765903
100765904,Camkk2
100765906,Cntn4
100765909,Cmtm3
100765911,LOC100765911
100765912,LOC100765912
100765913,LOC100765913
100765914,LOC100765914
100765915,LOC100765915
100765916,Mri1
100765917,Riok1
100765919,Spast
100765920,LOC100765920
100765921,LOC100765921
100765922,Zbtb40
100765923,LOC100765923
100765924,Ccdc88a
100765925,LOC100765925
100765926,LOC100765926
100765927,Sema3c
100765928,Porcn
100765929,LOC100765929
100765930,LOC100765930
100765931,Zscan26
100765932,Fmod
100765933,Abcf1
100765934,Psmb11
100765936,Lrrc8c
100765937,LOC100765937
100765938,Rap1gap2
100765939,Klf8
100765940,Notch4
100765941,LOC100765941
100765943,Meis3
100765944,LOC100765944
100765945,LOC100765945
100765946,Drap1
100765947,Gabra1
100765948,LOC100765948
100765949,Agrn
100765950,Ece1
100765951,LOC100765951
100765953,Cd19
100765954,Myt1
100765955,Ctu2
100765957,Rpgr
100765958,Adcy5
100765959,Gk5
100765960,Hunk
100765961,Fmnl3
100765962,LOC100765962
100765963,LOC100765963
100765964,LOC100765964
100765965,Mettl22
100765966,Bcl2l12
100765967,Dtd1
100765968,LOC100765968
100765969,Spdl1
100765970,Ppp1r12c
100765971,LOC100765971
100765972,Mrpl44
100765973,Tfpi2
100765974,LOC100765974
100765975,LOC100765975
100765977,Serpinf2
100765979,Eva1a
100765980,Casc4
100765981,LOC100765981
100765982,Cuedc1
100765983,LOC100765983
100765984,LOC100765984
100765985,Nfyb
100765986,Cers2
100765988,LOC100765988
100765989,LOC100765989
100765990,LOC100765990
100765992,Sptb
100765993,Supv3l1
100765994,Cst7
100765996,Abhd14a
100765997,Ube2g2
100765998,LOC100765998
100765999,LOC100765999
100766000,Zmym6
100766001,Slc15a2
100766002,Noct
100766003,Znf862
100766004,Fahd1
100766005,Jtb
100766006,Prkca
100766007,Pde6b
100766009,LOC100766009
100766010,Tcfl5
100766011,Plaa
100766012,LOC100766012
100766013,Ryr1
100766014,LOC100766014
100766015,U2af1
100766016,Spata32
100766017,Znf622
100766018,LOC100766018
100766019,LOC100766019
100766020,LOC100766020
100766022,LOC100766022
100766023,Hook1
100766024,Aco1
100766025,Ccnd3
100766026,Myl3
100766027,Ranbp17
100766028,Pfdn2
100766029,Vit
100766030,Pcbp2
100766031,LOC100766031
100766032,LOC100766032
100766033,LOC100766033
100766034,LOC100766034
100766035,Plekha5
100766036,LOC100766036
100766039,LOC100766039
100766040,Tepp
100766041,LOC100766041
100766042,LOC100766042
100766043,Acox2
100766044,LOC100766044
100766045,LOC100766045
100766046,Wnt1
100766047,LOC100766047
100766048,Sstr1
100766049,Fam219b
100766050,LOC100766050
100766051,LOC100766051
100766052,Rab9b
100766053,LOC100766053
100766054,Gpsm2
100766055,Chd5
100766056,LOC100766056
100766058,Wdr72
100766059,Maff
100766060,LOC100766060
100766061,Capn7
100766062,LOC100766062
100766063,LOC100766063
100766064,LOC100766064
100766065,Bdh2
100766066,Ptbp2
100766068,LOC100766068
100766069,Znhit2
100766070,Ucn
100766071,Wif1
100766072,Gps2
100766073,LOC100766073
100766075,LOC100766075
100766076,Rcvrn
100766077,Dnajc24
100766078,LOC100766078
100766079,Glyctk
100766080,Pgam1
100766081,LOC100766081
100766084,Ppp2ca
100766085,LOC100766085
100766086,LOC100766086
100766087,C2cd5
100766088,Wnt9b
100766089,Kif21b
100766091,Comp
100766092,LOC100766092
100766093,LOC100766093
100766094,Piezo2
100766095,Aqr
100766097,Tdrd7
100766098,LOC100766098
100766100,Fam198a
100766101,Polr2j
100766102,Prkra
100766103,LOC100766103
100766104,Snapc3
100766105,LOC100766105
100766106,Vmp1
100766107,Xcl1
100766108,Atp5d
100766109,LOC100766109
100766110,LOC100766110
100766111,Abhd3
100766112,Tmtc4
100766113,Oxct1
100766114,Phc3
100766115,LOC100766115
100766116,Ifnk
100766117,Fam53a
100766118,Edil3
100766119,Ywhaz
100766120,LOC100766120
100766121,Ccdc179
100766122,LOC100766122
100766123,LOC100766123
100766124,LOC100766124
100766125,LOC100766125
100766126,Cd74
100766127,Gadd45b
100766128,Gpd2
100766129,LOC100766129
100766130,Moap1
100766131,Zdhhc15
100766132,Trove2
100766133,LOC100766133
100766134,Cped1
100766135,L3mbtl4
100766136,LOC100766136
100766137,LOC100766137
100766138,Syn1
100766140,Plxnc1
100766141,Tatdn3
100766142,Slc9a5
100766143,Slc4a10
100766144,LOC100766144
100766145,LOC100766145
100766146,Ankrd10
100766147,LOC100766147
100766148,Tmc4
100766149,Allc
100766150,Alg8
100766151,Tmem198
100766153,Sez6
100766154,Orc6
100766156,Adgrb1
100766157,Hbp1
100766158,LOC100766158
100766159,LOC100766159
100766160,Coq4
100766161,Pabpc5
100766162,LOC100766162
100766163,LOC100766163
100766165,LOC100766165
100766166,Plekhm1
100766167,LOC100766167
100766168,Fam208b
100766170,Sav1
100766171,Hdac7
100766172,Dnajc3
100766173,Tex36
100766175,Ndc1
100766176,Rad51d
100766177,Slc44a1
100766178,Aars
100766179,Tlk1
100766180,Gpr107
100766181,Rbm24
100766182,Mlf2
100766183,Reep4
100766185,LOC100766185
100766186,Grid2ip
100766187,Lrpap1
100766188,LOC100766188
100766189,Znf831
100766190,Ttc13
100766192,Slc25a10
100766193,LOC100766193
100766196,LOC100766196
100766198,LOC100766198
100766199,Unc5a
100766200,Mgat4a
100766201,LOC100766201
100766202,LOC100766202
100766203,LOC100766203
100766204,Lyzl6
100766206,LOC100766206
100766207,LOC100766207
100766208,LOC100766208
100766209,LOC100766209
100766211,Rxfp1
100766212,Slc25a13
100766213,LOC100766213
100766214,LOC100766214
100766215,Snrnp48
100766217,Memo1
100766218,Npl
100766219,LOC100766219
100766220,Prokr1
100766221,Smyd1
100766222,LOC100766222
100766223,LOC100766223
100766224,Ccdc12
100766226,LOC100766226
100766227,LOC100766227
100766228,LOC100766228
100766229,Btg2
100766230,Hsd17b8
100766231,Cdh24
100766232,Rnf41
100766233,Lrrc8d
100766234,Fam135b
100766235,Cluh
100766236,Usp51
100766237,Gpsm3
100766238,LOC100766238
100766239,Dynlrb2
100766240,Dhx34
100766241,LOC100766241
100766242,Nuak1
100766243,LOC100766243
100766244,LOC100766244
100766245,Cstl1
100766247,Pstk
100766248,LOC100766248
100766249,LOC100766249
100766250,Spns1
100766251,LOC100766251
100766252,Snai3
100766255,Pdia5
100766256,Atr
100766257,Mis18a
100766258,Ovch2
100766259,LOC100766259
100766260,Bend4
100766261,Col17a1
100766262,Tmem114
100766263,Rras
100766264,LOC100766264
100766265,LOC100766265
100766266,LOC100766266
100766267,LOC100766267
100766268,Wdfy1
100766269,Col1a2
100766272,LOC100766272
100766273,Cfap161
100766274,LOC100766274
100766275,LOC100766275
100766276,Mrpl19
100766278,LOC100766278
100766279,Vezf1
100766280,Ubp1
100766282,Anxa9
100766283,LOC100766283
100766284,LOC100766284
100766285,LOC100766285
100766287,Samsn1
100766288,LOC100766288
100766289,Vps26a
100766290,Syndig1
100766291,LOC100766291
100766292,LOC100766292
100766293,LOC100766293
100766294,Ctnnal1
100766295,Zscan30
100766296,Zmym4
100766298,Sspo
100766299,Hs3st6
100766300,Creb3l4
100766301,Cacng5
100766302,Atp5i
100766303,Ndfip1
100766304,Mfap3
100766305,Ythdf1
100766306,Jun
100766307,Bmper
100766308,Map4k1
100766309,LOC100766309
100766310,LOC100766310
100766312,Myo10
100766313,Myo1g
100766314,LOC100766314
100766315,LOC100766315
100766316,Rufy1
100766317,LOC100766317
100766318,LOC100766318
100766319,Ddx58
100766320,Taf8
100766321,Prss42
100766322,LOC100766322
100766323,Klhdc9
100766324,Strn
100766325,LOC100766325
100766326,Gpaa1
100766327,LOC100766327
100766328,Mif
100766329,LOC100766329
100766330,LOC100766330
100766332,Impg1
100766333,Serpina6
100766334,Ccdc102a
100766335,Ehd3
100766336,Terf2ip
100766339,LOC100766339
100766340,Wnt10b
100766341,LOC100766341
100766342,Clec14a
100766343,Ppcdc
100766344,LOC100766344
100766345,LOC100766345
100766346,Plp1
100766347,Hcar1
100766348,Wdr47
100766349,Rpl22
100766352,Tmem184b
100766354,Sh3bp5
100766355,Dapk1
100766357,LOC100766357
100766358,Slc9b1
100766359,LOC100766359
100766360,LOC100766360
100766361,LOC100766361
100766362,Tm7sf2
100766363,Mpv17
100766364,Eif5a
100766365,LOC100766365
100766366,Mpp4
100766367,LOC100766367
100766368,Immp1l
100766369,LOC100766369
100766370,Alas1
100766371,Mms19
100766372,Gtpbp8
100766373,Uchl1
100766375,Laptm5
100766376,Anapc5
100766377,LOC100766377
100766378,LOC100766378
100766379,LOC100766379
100766382,Spef1
100766384,Ncan
100766385,LOC100766385
100766386,Fat2
100766387,Napg
100766388,Actc1
100766390,Tmod1
100766392,Amer2
100766393,Ackr2
100766394,Lrwd1
100766395,Dfnb59
100766396,LOC100766396
100766397,Spag9
100766398,LOC100766398
100766399,LOC100766399
100766400,LOC100766400
100766401,Tbx19
100766402,LOC100766402
100766403,Ptprf
100766404,LOC100766404
100766405,Smad9
100766406,Mib1
100766407,Ubac2
100766408,Plcxd3
100766409,C1qa
100766410,LOC100766410
100766411,LOC100766411
100766412,Uvssa
100766413,Znf706
100766414,Wfdc8
100766415,LOC100766415
100766416,LOC100766416
100766418,Lipg
100766419,Otx2
100766421,Lmnb2
100766422,Nr4a2
100766423,LOC100766423
100766424,Chga
100766425,LOC100766425
100766426,Glrx2
100766427,LOC100766427
100766428,Ing3
100766429,Mtnr1a
100766430,Minpp1
100766431,LOC100766431
100766432,Spaca5
100766433,Epm2a
100766434,LOC100766434
100766435,Spata45
100766436,Plekhg4
100766437,LOC100766437
100766438,LOC100766438
100766439,LOC100766439
100766440,Mboat7
100766441,Rnf223
100766442,Ndufc2
100766443,LOC100766443
100766444,LOC100766444
100766445,Flot2
100766446,Mylk3
100766447,LOC100766447
100766448,Mroh5
100766449,Prkar2b
100766450,LOC100766450
100766451,LOC100766451
100766452,Trub2
100766453,LOC100766453
100766454,LOC100766454
100766456,LOC100766456
100766457,LOC100766457
100766458,Casp6
100766459,Map3k14
100766460,Olfml1
100766461,Asb13
100766463,Nin
100766464,Dzip1
100766467,Magoh
100766468,Fndc8
100766469,Fsd1l
100766470,Ddx19b
100766471,N4bp2
100766472,Cap2
100766474,Lgi3
100766475,Camkmt
100766476,Sparcl1
100766477,LOC100766477
100766478,Cpz
100766479,Syce1
100766480,Capn9
100766482,Gcgr
100766483,LOC100766483
100766485,LOC100766485
100766487,LOC100766487
100766488,Rnf182
100766489,LOC100766489
100766491,LOC100766491
100766492,LOC100766492
100766493,LOC100766493
100766494,Sumf1
100766496,Cklf
100766497,LOC100766497
100766498,LOC100766498
100766499,LOC100766499
100766500,LOC100766500
100766501,LOC100766501
100766502,Ildr1
100766503,LOC100766503
100766504,LOC100766504
100766505,Man2b1
100766506,Txndc5
100766507,Ttc1
100766509,Rgsl1
100766510,LOC100766510
100766511,Arhgap25
100766512,Cd8a
100766513,Cfap36
100766514,LOC100766514
100766515,Celsr3
100766516,Spata1
100766517,LOC100766517
100766518,Cntnap5
100766519,Gpx6
100766520,Ppp1r15b
100766521,Ring1
100766522,Homez
100766523,LOC100766523
100766524,LOC100766524
100766525,LOC100766525
100766526,LOC100766526
100766527,Pbx2
100766528,LOC100766528
100766529,Cdyl2
100766530,C5ar2
100766531,LOC100766531
100766532,Ckap4
100766533,Ccdc85b
100766534,Mterf1
100766535,LOC100766535
100766537,Ikzf5
100766538,Gpr139
100766540,LOC100766540
100766541,Mvd
100766542,LOC100766542
100766543,LOC100766543
100766544,Sema5b
100766545,Pcolce2
100766546,Mrap
100766547,LOC100766547
100766548,LOC100766548
100766549,Tmem33
100766550,LOC100766550
100766551,Rbfox1
100766552,Prrg2
100766553,Rbbp9
100766554,LOC100766554
100766555,LOC100766555
100766556,LOC100766556
100766557,LOC100766557
100766558,Serpine2
100766560,Msrb3
100766561,Scrn3
100766562,Tmem51
100766563,Tal1
100766565,Ubxn4
100766566,LOC100766566
100766567,LOC100766567
100766568,Gcfc2
100766569,Serinc4
100766571,LOC100766571
100766572,Gpbp1
100766573,Fbxl2
100766574,LOC100766574
100766575,Fam63a
100766577,Gosr2
100766578,March5
100766579,LOC100766579
100766580,Hspa13
100766581,Rhoj
100766582,LOC100766582
100766583,LOC100766583
100766584,Kcnj1
100766585,LOC100766585
100766587,Tmem245
100766588,LOC100766588
100766589,Kiaa0319l
100766590,LOC100766590
100766591,Rnf151
100766592,Cacng1
100766593,Pcgf3
100766595,Gemin5
100766596,Kcnq2
100766597,Eqtn
100766598,Mier3
100766599,Gpr160
100766600,Eif3k
100766601,Hapln1
100766602,Adgrv1
100766603,LOC100766603
100766605,Fam134b
100766606,LOC100766606
100766607,LOC100766607
100766608,Psmc4
100766609,Flt4
100766610,LOC100766610
100766611,Ndufa4
100766612,Guca1a
100766613,Prss46
100766614,Gabrp
100766615,Dedd
100766616,LOC100766616
100766617,Usp47
100766618,Exosc4
100766619,Chchd10
100766620,Arhgap21
100766621,LOC100766621
100766622,LOC100766622
100766623,Arhgef7
100766625,Dok4
100766626,Xdh
100766627,Kars
100766628,Ctsd
100766630,LOC100766630
100766631,Arf3
100766632,LOC100766632
100766633,Omp
100766634,Scamp5
100766635,Lhx2
100766636,LOC100766636
100766637,Glra4
100766638,Oprl1
100766639,Ccdc62
100766640,Rnf207
100766643,LOC100766643
100766644,Nr2c2
100766645,Mettl6
100766646,Elfn2
100766647,LOC100766647
100766648,LOC100766648
100766649,Prpf40b
100766650,Mettl8
100766651,LOC100766651
100766652,LOC100766652
100766653,LOC100766653
100766654,Zfpl1
100766655,Gtf3c2
100766656,Slc2a4
100766657,LOC100766657
100766658,Fzd7
100766659,LOC100766659
100766660,Elp4
100766661,LOC100766661
100766662,LOC100766662
100766663,Pi4k2a
100766664,Boc
100766665,LOC100766665
100766666,Unc50
100766667,LOC100766667
100766668,Matn1
100766669,Sec24a
100766670,LOC100766670
100766671,LOC100766671
100766672,LOC100766672
100766673,LOC100766673
100766674,LOC100766674
100766676,Crtc1
100766677,Lrig3
100766678,Mef2a
100766679,Apcdd1
100766680,Gjd2
100766681,Plxdc1
100766682,LOC100766682
100766683,Mtmr6
100766684,Higd1a
100766685,Alkbh4
100766686,Fkbp7
100766687,Pdia6
100766688,Tob1
100766689,LOC100766689
100766691,B3gnt2
100766692,Tiprl
100766693,Ndufs7
100766694,Szt2
100766695,LOC100766695
100766696,Sertm1
100766697,LOC100766697
100766699,C6
100766700,C1qb
100766701,Begain
100766702,Mob3b
100766703,Ctbp1
100766704,Ncald
100766705,LOC100766705
100766706,Ctnna2
100766707,LOC100766707
100766708,LOC100766708
100766709,Smad7
100766710,Ndst1
100766712,LOC100766712
100766714,Abcb7
100766715,B3galt2
100766716,Cdk1
100766717,Tspan12
100766718,Fat1
100766719,Sgms1
100766720,LOC100766720
100766722,LOC100766722
100766723,LOC100766723
100766724,Flvcr1
100766725,Hsd11b2
100766726,LOC100766726
100766727,LOC100766727
100766728,LOC100766728
100766729,Tsen34
100766730,Dcdc2c
100766731,LOC100766731
100766732,Thrsp
100766733,Inha
100766734,LOC100766734
100766735,LOC100766735
100766736,Dnaja2
100766737,Gp6
100766738,Arc
100766740,LOC100766740
100766741,LOC100766741
100766742,Set
100766743,LOC100766743
100766744,Smc4
100766745,LOC100766745
100766746,LOC100766746
100766747,LOC100766747
100766748,LOC100766748
100766749,Mcmdc2
100766750,Ppfibp2
100766751,Calml3
100766752,Nr5a2
100766753,Cyr61
100766754,Abcc4
100766755,Spaca9
100766757,Cpt2
100766758,Unc45b
100766759,Iyd
100766760,LOC100766760
100766761,Cd4
100766762,Sftpc
100766764,Nudt9
100766765,Znf853
100766766,Trmt44
100766767,LOC100766767
100766768,Nelfcd
100766769,P4ha3
100766770,Ppp1r27
100766771,LOC100766771
100766772,LOC100766772
100766774,Serpinf1
100766775,LOC100766775
100766776,Nol7
100766777,Abhd11
100766778,Eif4e1b
100766779,LOC100766779
100766781,LOC100766781
100766783,LOC100766783
100766784,LOC100766784
100766785,Tk2
100766786,LOC100766786
100766787,LOC100766787
100766788,LOC100766788
100766789,LOC100766789
100766790,Kbtbd12
100766791,Casr
100766792,Znf467
100766793,Dlx5
100766794,LOC100766794
100766795,LOC100766795
100766796,Bloc1s5
100766797,Pwwp2a
100766798,LOC100766798
100766799,Arpc5
100766801,Bmp10
100766802,Rmnd5a
100766803,Pnpt1
100766805,LOC100766805
100766806,Samd13
100766807,Ftsj1
100766808,LOC100766808
100766809,LOC100766809
100766810,Gpx5
100766811,Etnk2
100766812,Col11a2
100766813,Il25
100766814,Myl6b
100766815,LOC100766815
100766816,Col22a1
100766817,Mnt
100766818,Insr
100766819,Egfl8
100766820,Znf174
100766821,LOC100766821
100766822,C5ar1
100766823,LOC100766823
100766824,Tcp11l2
100766825,Fibp
100766826,LOC100766826
100766827,LOC100766827
100766828,Acadsb
100766830,Tufm
100766831,Taf13
100766833,LOC100766833
100766834,LOC100766834
100766835,Tspan7
100766836,LOC100766836
